Structure [idcode]	m	Value	Unit	Type	Ligand Efficiency	Binding Efficiency	Surface Efficiency	Assay Category	Assay Organism	Target Name	Target Organism	Target Description	Sequence Accession	Reference	Pubmed ID	DOI	pValue	Ring Systems [idcode]	Ring Systems 3 [idcode]	Murcko Frequency	Row-ID	Neighbor Similarity SkelSpheres 88%	Neighbor Count	Neighbor	Neighbor Analysis X	Neighbor Analysis Y	SALI pValue/SkelSpheres	Smiles	
fb}A`@@DXdsLjjjjJRmAbgKTsU@@@@@@@ !B@h`@ovHKF\lFK}NtmA`zfAef\A{UHc}b@Jw@oz@bOrH_PD@mpH	=	3500	nM	IC50	0.37	20.80	12.59		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 15 (5), 2187-2197 (2007)	17210255		5.455931955649723	fb}A`@@DXdsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	5.0	99	0.84981	1	54	-0.47720778	0.39917964	0.79027	O=C(c1cc(cccc2)c2o1)c1cc(cccc2)c2o1	
ffsQ`@Bu@QbSLrjjjobdkPXiruLuP@@T@@@@ !B@h`@ovHKF\lFK}NtmA`zfAef\A{UHc}b@Jw@oz@bOrH_PD@mpJHOx@	=	600	nM	IC50	0.39	21.29	6.52		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 15 (5), 2187-2197 (2007)	17210255		6.221848749616355	fb}A`@@DXdsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	5.0	100	0.92124	1	103	0.7845496	-0.120599434	9.8799	Nc(cc1)cc2c1oc(C(c1cc(cc(cc3)N)c3o1)=O)c2	
fcAp@@DXVhuiLsJjjj~kLJRmAbgKTsU@@AULp@@@ !B@hc}b@C~ot{RtBqgKAbYpGmTXNi`Y[\BhBHX`B@PBw@hc|bGw~@Hc|mpJH__x@mw~_xc|	=	1700	nM	IC50	0.28	15.25	6.01		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 15 (5), 2187-2197 (2007)	17210255		5.769551078621725	fb}A`@@DXdsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	5.0	101		0		-0.23157057	-0.8021319		CC(Oc(cc1)cc2c1oc(C(c1cc(cc(cc3)OC(C)=O)c3o1)=O)c2)=O	
ffsAP@@DXVjSLrjjjkbdkPXiruLuP@@T@@@@ !B@h`@ovHKF\lFK}NtmA`zfAef\A{UHc}b@Jw@oz@bOrH_PD@mpJH_[\B	=	1800	nM	IC50	0.36	19.52	6.85		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 15 (5), 2187-2197 (2007)	17210255		5.7447274948966935	fb}A`@@DXdsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	5.0	102	0.88831	1	103	0.8791211	0.045477815	2.6953	Oc1cc(oc(C(c2cc(ccc(O)c3)c3o2)=O)c2)c2cc1	
ffsAP@@DXVjSLrjjjobdkPXiruLuP@@T@@@@ !B@h`@ovHKF\lFK}NtmA`zfAef\A{UHc}b@Jw@oz@bOrH_PD@mpJHOx@	=	3600	nM	IC50	0.34	18.50	6.50		Homo sapiens	Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. 15 (5), 2187-2197 (2007)	17210255		5.443697499232712	fb}A`@@DXdsLjjjjJRmAbgKTsU@@@@@@@	flm@@@LdbbRNTRRRiq`kNbfjjjjjjj@@	5.0	103	0.92124; 0.88831	2	100; 102	0.8004304	-0.042830832	9.8799; 2.6953	Oc(cc1)cc2c1oc(C(c1cc(cc(cc3)O)c3o1)=O)c2	
eghVHL@IKEmckc@IABPpdLbdLRTvfTRVTTRb`bbVTrvquT@QM@A@PS@P@@ !B@[~_h@A@[}H[]}k~ota}MwuH@oz@RGw~os]}bOw~opFRGw~Oxa}MwtA_v@Zg|w_^CekF\Zx@	=	2	nM	IC50	0.40	21.10	8.00			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (1), 386-390 (2008)	18023347		8.698970004336019	figi@@DX[tXDfUfUW~YYtzwjmzMj`@@B@`dB@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	5.0	116	0.92849; 0.93409; 0.94785; 0.95318; 0.95053; 0.96589	6	500; 484; 373; 143; 141; 81	-0.27871102	0.69109774	1.4316; 4.5676; 19.156; 32.147; 56.589; 20.494	Nc1n[nH]c2nccc(-c(cc3)ccc3NC(Nc3cccc(C(F)(F)F)c3)=O)c12	
fhyq@@HLBAJVU{m_AAJ]zdHH@B`@@ !BkI`_FiLX`Bw_Qk`MpJw@gz@mwvw@d`BhA~`H`B_`@	=	68	nM	IC50	0.58	31.82	9.18			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		7.167491087293763	foQa@@H@Rem[m\DyJsjPB@@`@@	foQ@@@DjYeV\VeNMZjjjjj`@@	5.0	117	0.8788; 0.86764; 0.87354	3	419; 379; 145	-0.1182557	-0.5447598	24.484; 16.376; 7.5847	Nc1noc2c1c(-c(cc1)ccc1N)ccc2	
eghRHB@HF@ld`@cZPNdKiCIDhdmMLedieDeCI`PHhyxMMRDD@ASP@UT@@@@ !BkI`_FiLX`Bw_Qk`MpJw@gz@mwvwD`BhA~`H`B_`@wGx@mwtwC]}_h@wC_|`Bw_S]}_X`Bmp	=	1260	nM	IC50	0.27	13.77	5.45			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		5.899629454882437	figqB@H^SD@PeKZwZzvrnB\eYwQt`D@ASP@P@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	5.0	141	0.95837; 0.96589; 0.95053; 0.96589	4	373; 81; 116; 143	-0.21604595	0.7175309	43.252; 61.583; 56.589; 37.946	Nc1nsc2c1c(-c(cc1)ccc1NC(Nc1cc(C(F)(F)F)ccc1)=O)ccc2	
fcIA@HLCeH@cl`eKJ}vnmlsnBBT{tutaA@@TtDAP@@@ !BkI`_FiLX`Bw_Qk`MpJw@gz@mwvw@d`BhA~`H`B_`@wGx@mwtwGz@MwvH`c_|Mqw_[]}	=	1500	nM	IC50	0.28	14.84	5.38			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		5.823908740944319	figqB@H^SD@PeKZwZzvrnB\eYwQt`D@ASP@P@@@	fa{@@@LdbbbRTVZRTRPmJ\Zs^uUUUUUUUU@@@	5.0	142	0.93686; 0.91838; 0.96253; 0.96253; 0.96253; 0.96253	6	449; 404; 354; 185; 144; 79	0.1372736	0.5724763	55.058; 2.1575; 47.405; 64.537; 48.943; 52.454	Cc(cc1)cc(NC(Nc(cc2)ccc2-c2cccc3c2c(N)ns3)=O)c1F	
fbmH`@DXCDBTf^UvYYaR}dJVh@HHF`H@@ !B@[}H[]}@[~w_Tc}k|Aota}@[}H_S]}XAk~_ykF\ZxNAeMwt	=	619	nM	IC50	0.42	23.14	5.79			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	J. Med. Chem. 51 (5), 1231-1241 (2008)	18260617		6.2083093509798815	foQa@@H@Rem[m\DyJsjPB@@`@@	foQ@@@DjYeV\VeNMZjjjjj`@@	5.0	145	0.87354	1	117	-0.23796579	-0.49316987	7.5847	NC(Nc(cc1)ccc1-c1c2c(N)noc2ccc1)=O	
fmoy@@LTtZpU`rQQSSQQEYIKJIKEIJlzZzY`h`jj`@h@@@ !BLS|`icAMMwtBMsHpupK~o{E@VJrwoWz@Mww~_s_|Mwu~`C\BMpw_S\BMwu~PC\BMpK~`@	=	4.9	nM	IC50	0.42	22.74	8.17			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (20), 5472-5477 (2008)	18835166		8.309803911518923	fnkY@@LTtYsPYHhiihd\deDebdeFmUmLpTAU@AP@@@	fnk@@@LdbbRRvTQRbRxhTkNjvjjjjjjjj`@@	5.0	161	0.92721; 0.88451; 0.88128; 0.88773; 0.89334; 0.9339; 0.98371; 0.94326	8	170; 169; 167; 166; 165; 164; 163; 162	0.7905861	-0.43275723	16.663; 7.2844; 11.246; 12.798; 9.2058; 30.584; 68.095; 15.048	CCCNc(nc(NCCc1ccncc1)nc1)c1-c1nnc(C2CC2)o1	
figy@@LTtZpQ`rQQSSQQE[IJIKEIJl{hzY`h`jh@J@@@ !BLS|`icAMMwtBMsHpupK~o{E@VJrwoWz@Mww~_s_|Mwtw@c]}MpHw_Wy@MpHw@oz@	=	35	nM	IC50	0.41	22.10	7.33			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (20), 5472-5477 (2008)	18835166		7.455931955649724	fnkY@@LTtYsPYHhiihd\deDebdeFmUmLpTAU@AP@@@	fnk@@@LdbbRRvTQRbRxhTkNjvjjjjjjjj`@@	5.0	162	0.92342; 0.88922; 0.88922; 0.88922; 0.89253; 0.89839; 0.90502; 0.94326; 0.94326	9	170; 168; 169; 167; 166; 165; 164; 163; 161	0.8109042	-0.27723294	4.6883; 7.7884; 0.11364; 4.344; 5.425; 1.26; 12.294; 4.4988; 15.048	CNc(nc(NCCc1ccncc1)nc1)c1-c1nnc(C2CC2)o1	
fmox`@LTtZpU`sdbbffbbJrRVTRVJRUYtutsAQAUU@AP@@@ !BLS|`icAMMwtBMsHpupK~o{E@VJrwoWz@Mww~_s_|Mwu~`C\BMpw_S\BMwu~PC\BMpK~`@	=	63	nM	IC50	0.36	19.60	5.91			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (20), 5472-5477 (2008)	18835166		7.200659450546417	fnkY@@LTtYsPYHhiihd\deDebdeFmUmLpTAU@AP@@@	fnk@@@LdbbRRvTQRbRxhTkNjvjjjjjjjj`@@	5.0	163	0.93367; 0.88128; 0.88773; 0.88128; 0.89009; 0.9279; 0.98371; 0.94326	8	170; 168; 169; 166; 165; 164; 161; 162	0.8687929	-0.24935341	1.5643; 9.4177; 2.3858; 2.7607; 1.1577; 12.655; 68.095; 4.4988	OCCNc(nc(NCCc1ccncc1)nc1)c1-c1nnc(C2CC2)o1	
egh^LH@FAKG@lkhDO@@cIICdheEEBdeeEBdYXeetL]\mU@PTuUT@@p@@@ !BS_|RDc}upAotc}@[~wo\a}g}H@ozbGtw_Ty@LDtw@bBfuHPw_SHpMpJqPEblMwu~PC\BMpK~`@	=	515	nM	IC50	0.29	14.64	4.36			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (20), 5472-5477 (2008)	18835166		6.288192770958808	fnkY@@LTtYsPYHhiihd\deDebdeFmUmLpTAU@AP@@@	fnk@@@LdbbRRvTQRbRxhTkNjvjjjjjjjj`@@	5.0	164	0.88589; 0.9339; 0.90502; 0.9279	4	170; 161; 162; 163	0.8589442	-0.31780496	7.0872; 30.584; 12.294; 12.655	CS(CCNc1nc(NCCc2ccncc2)ncc1-c1nnc(C2CC2)o1)(=O)=O	
egd^H@@LJMCK@k`LdTTttTQVTRRVtRVEDbeceWQuuLpTPTDDP@T@@@@ !BLS|`icAMMwtBMsHpupK~o{E@VJrwoWz@Mww~_s_|Mwtw_Wy@MpHw@m_|Mwu~`C\BMwu~PC\BMpK~`@	=	47	nM	IC50	0.33	18.34	7.21			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (20), 5472-5477 (2008)	18835166		7.327902142064281	egd^H@@LJMCK@k`LdTTttTQVTRRVtRVEDbeceWQuuLpTPTDDP@T@@@@	egdP@@@LdbbbRRrbrRbUtRPdfafWQUQuuUUUUUUUUUUT@@@	5.0	165	0.94768; 0.94501; 0.95031; 0.94232; 0.89334; 0.89839; 0.89009	7	168; 169; 167; 166; 161; 162; 163	0.81031996	-0.35068017	18.938; 2.5573; 7.1088; 7.8888; 9.2058; 1.26; 1.1577	C(CNc(nc1)nc(Nc2ccccc2)c1-c1nnc(C2CC2)o1)c1ccncc1	
eol^H@@LJMCK@g`LdTTttTQVTRbRNbRphdTl\ZFn^ifBbB`bH`@h@@@ !BLS|`icAMMwtBMsHpupK~o{E@VJrwoWz@Mww~_s_|Mwu~PC]}MpKWHbBMpHw_[^}MpHw_Wy@MpHw@oz@	=	134	nM	IC50	0.30	16.62	6.76			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (20), 5472-5477 (2008)	18835166		6.872895201635192	egd^H@@LJMCK@k`LdTTttTQVTRRVtRVEDbeceWQuuLpTPTDDP@T@@@@	egdP@@@LdbbbRRrbrRbUtRPdfafWQUQuuUUUUUUUUUUT@@@	5.0	166	0.92863; 0.93686; 0.94223; 0.88773; 0.89253; 0.88128; 0.94232	7	168; 169; 167; 161; 162; 163; 165	0.8577386	-0.41799602	20.258; 9.4337; 1.7623; 12.798; 5.425; 2.7607; 7.8888	Cc(cccc1)c1Nc(nc(NCCc1ccncc1)nc1)c1-c1nnc(C2CC2)o1	
eol^H@@LJMCK@g`LdTTttTQVTRRVRfRphdTl\jzn^ifBbB``b`@h@@@ !BLS|`icAMMwtBMsHpupK~o{E@VJrwoWz@Mww~_s_|Mwtw_Wy@MpHw@m_|Mwu~`C\BMpw_Wy@MpHw@oz@	=	106	nM	IC50	0.31	16.87	6.86			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (20), 5472-5477 (2008)	18835166		6.974694134735229	egd^H@@LJMCK@k`LdTTttTQVTRRVtRVEDbeceWQuuLpTPTDDP@T@@@@	egdP@@@LdbbbRRrbrRbUtRPdfafWQUQuuUUUUUUUUUUT@@@	5.0	167	0.98065; 0.93956; 0.88128; 0.88922; 0.95031; 0.94223	6	168; 169; 161; 162; 165; 166	0.87868184	-0.3548145	69.459; 8.1706; 11.246; 4.344; 7.1088; 1.7623	Cc(cc1)ccc1Nc(nc(NCCc1ccncc1)nc1)c1-c1nnc(C2CC2)o1	
eol^D@@LJMCK@g`IldTTttTQVTRRVRfRphdTl\jzn^ifBbB``b`@h@@@ !BLS|`icAMMwtBMsHpupK~o{E@VJrwoWz@Mww~_s_|Mwtw_Wy@MpHw@m_|Mwu~`C\BMpw_Wy@MpHw@oz@	=	4.8	nM	IC50	0.37	20.02	6.83			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (20), 5472-5477 (2008)	18835166		8.3187587453671	egd^H@@LJMCK@k`LdTTttTQVTRRVtRVEDbeceWQuuLpTPTDDP@T@@@@	egdP@@@LdbbbRRrbrRbUtRPdfafWQUQuuUUUUUUUUUUT@@@	5.0	168	0.88922; 0.88128; 0.94768; 0.92863; 0.98065; 0.96018	6	162; 163; 165; 166; 167; 169	0.8399608	-0.389798	7.7884; 9.4177; 18.938; 20.258; 69.459; 21.354	Oc(cc1)ccc1Nc(nc(NCCc1ccncc1)nc1)c1-c1nnc(C2CC2)o1	
eol^D@@LJMCK@g`NldTTttTQVTRRTqbRphdTl\jFn^ifBbB``h`@h@@@ !BLS|`icAMMwtBMsHpupK~o{E@VJrwoWz@Mww~_s_|Mwtw_Wy@MpHw@m_|Mwtw_Wz@MpHw_Wy@MpHw@oz@	=	34	nM	IC50	0.33	17.98	6.13			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (20), 5472-5477 (2008)	18835166		7.468521082957744	egd^H@@LJMCK@k`LdTTttTQVTRRVtRVEDbeceWQuuLpTPTDDP@T@@@@	egdP@@@LdbbbRRrbrRbUtRPdfafWQUQuuUUUUUUUUUUT@@@	5.0	169	0.88451; 0.88922; 0.88773; 0.94501; 0.93686; 0.93956; 0.96018	7	161; 162; 163; 165; 166; 167; 168	0.75214833	-0.38730472	7.2844; 0.11364; 2.3858; 2.5573; 9.4337; 8.1706; 21.354	Oc1cccc(Nc(nc(NCCc2ccncc2)nc2)c2-c2nnc(C3CC3)o2)c1	
fewX`@LTMZLpZrQQSSQQEYYIQIXiIUoCgSLEPQUP@T@@@ !BLS|`icAMMwtBMsHpupK~o{E@VJq~`K^}MwtwOyMwtw_S\BMwtw@c]}_d@w@c\Bh@	=	80	nM	IC50	0.37	20.14	7.18			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 18 (20), 5472-5477 (2008)	18835166		7.096910013008055	fnkY@@LTtYsPYHhiihd\deDebdeFmUmLpTAU@AP@@@	fnk@@@LdbbRRvTQRbRxhTkNjvjjjjjjjj`@@	5.0	170	0.92721; 0.92342; 0.93367; 0.88589	4	161; 162; 163; 164	0.7601903	-0.31695366	16.663; 4.6883; 1.5643; 7.0872	CCOc(nc(NCCc1ccncc1)nc1)c1-c1nnc(C2CC2)o1	
fjcPb@EFuxEYdTRTtRTJbrUNBTxNRpACTtp@P@@@ !BV]~DJq~eVU~YwrrgGzUSYpC~gjGrsgKAa`FnU`XFVH_X`Bb@JH@p	=	4722	nM	IC50	0.35	13.72	8.14			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 20 (6), 2033-2037 (2010)	20153646		5.325874017257291	flmQ@@BNAdTTTtRTRrIFZ|YtTmLD`D@Q@@@	fdu@@@LdbbbTqVRUNBtZpXuUUUUUU@@@	5.0	208	0.96694; 0.96694; 0.96694	3	212; 210; 209	-0.49982095	-0.18974867	9.9484; 40.954; 40.767	Oc([nH]c(cc1)c2cc1I)c2C1=Nc(cccc2)c2C1=O	
fjcPb@EFuxDQdTRTtRTJbrUNBTxNRpACTtp@P@@@ !BV]~DJq~eVU~YwzrgGzVSYpC~g|ZG|sgsAa`FnU`XFVH_X`Bb@JH@p	=	212	nM	IC50	0.43	22.49	10.20			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 20 (6), 2033-2037 (2010)	20153646		6.673664139071248	flmQ@@BNAdTTTtRTRrIFZ|YtTmLD`D@Q@@@	fdu@@@LdbbbTqVRUNBtZpXuUUUUUU@@@	5.0	209	0.96694; 0.96694; 0.96694	3	212; 210; 208	-0.46770874	-0.12518871	50.715; 0.18722; 40.767	Oc([nH]c(cc1)c2cc1Cl)c2C1=Nc(cccc2)c2C1=O	
fjcP`@BV@[HhhihdhhjlbLtFsdyZXFB`@JH@@ !Bfa}SYvCekN]h_yb@IcepoXbGvH_TioWwioMUY@b@JG]@]tUdAVP@	=	209	nM	IC50	0.43	24.18	10.21			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 20 (6), 2033-2037 (2010)	20153646		6.679853713888945	flmQ@@BNAdTTTtRTRrIFZ|YtTmLD`D@Q@@@	fdu@@@LdbbbTqVRUNBtZpXuUUUUUU@@@	5.0	210	0.96694; 0.96694; 0.96694	3	212; 208; 209	-0.45929897	-0.2529162	50.902; 40.954; 0.18722	Cc(cc1)cc2c1[nH]c(O)c2C1=Nc(cccc2)c2C1=O	
fi{QQBK^`cCd`BAzFNGNRRVIJZIJEQYHBUjt\mzm@DMSS@A@@@ !B@Oygx@Sg|ps^]SSc}No~aSiuOeWpC~fe|lYrrgkFa`znU`XFVH_P`Bb@JH_^eN	=	280	nM	IC50	0.37	19.14	5.11			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 20 (6), 2033-2037 (2010)	20153646		6.55284196865778	flmQ@@BNAdTTTtRTRrIFZ|YtTmLD`D@Q@@@	fdu@@@LdbbbTqVRUNBtZpXuUUUUUU@@@	5.0	211		0		-0.5084502	0.83211356		[O-]S(c(cc1)cc2c1[nH]c(O)c2C1=Nc(cccc2)c2C1=O)(=O)=O.[Na+]	
fjcPb@EFuxDadTRTtRTJbrUNBTxNRpACTtp@P@@@ !BV]~DJq~eVU~YwzrgGzVSYpC~g|ZG|sgsAa`FnU`XFVH_X`Bb@JH@p	=	10070	nM	IC50	0.32	17.83	7.64			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 20 (6), 2033-2037 (2010)	20153646		4.996970529446381	flmQ@@BNAdTTTtRTRrIFZ|YtTmLD`D@Q@@@	fdu@@@LdbbbTqVRUNBtZpXuUUUUUU@@@	5.0	212	0.96694; 0.96694; 0.96694	3	208; 209; 210	-0.4246609	-0.18813618	9.9484; 50.715; 50.902	Oc([nH]c(cc1)c2cc1F)c2C1=Nc(cccc2)c2C1=O	
fcoi`@DXDGhCUrJIJJIIHiRJsQIZ\Zr}mTCAIUTp@D@@@ !Bk|w_Ta}MpIH@c]}`AXtzhPmpHw@ncl`HG~@LqXMpH]|HBa}C`w_WzMpI~PC]}upw@k]}	=	0.76	nM	Kd	0.44	24.04	8.35			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 19 (17), 5182-5185 (2009)	19646870		9.119186413168887	faki`@DXE{HCQrJIJJIIJiSQIZ\Zs^mTCAIS@@P@@	ffc@@@DjU]YU_eiqpRujjjjjjjj@@	5.0	213	0.9398; 0.9427; 0.9279; 0.9427	4	578; 577; 215; 214	0.63708436	0.76215726	0.37001; 1.7917; 0.16062; 9.0251	CC(C)(C)c1cc(NC(Nc(cc2)ccc2NC(c2ncccc2)=O)=O)no1	
fkhP@DXDGhCUwdTRTTRRQRdUfbRfgFll{U@pRUUL@PP@@ !Bk|w_Ta}MpIH@c]}`AXtzhPmpHw@ncl`HG~@LqXMpH]|HBa}C`w_WzMpI~PC]}upw@gz@mwt	=	2.5	nM	Kd	0.41	21.75	6.65			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 19 (17), 5182-5185 (2009)	19646870		8.60205999132796	faki`@DXE{HCQrJIJJIIJiSQIZ\Zs^mTCAIS@@P@@	ffc@@@DjU]YU_eiqpRujjjjjjjj@@	5.0	214	0.97176; 0.93101; 0.91599; 0.9427	4	578; 577; 215; 213	0.6746068	0.7355349	17.522; 8.9843; 6.293; 9.0251	CC(C)(C)c1cc(NC(Nc(cc2)ccc2NC(c2nc(O)ccc2)=O)=O)no1	
fkhP@DXDGhCUWdTRTTRRQRdUfbTVgFml{U@pRUULA@P@@ !Bk|w_Ta}MpIH@c]}`AXtzhPmpHw@ncl`HG~@LqXMpH]|HBa}C`w_WzMpI~PC]}us~os\Bmwt	=	0.74	nM	Kd	0.43	23.09	7.06			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 19 (17), 5182-5185 (2009)	19646870		9.130768274672056	faki`@DXE{HCQrJIJJIIJiSQIZ\Zs^mTCAIS@@P@@	ffc@@@DjU]YU_eiqpRujjjjjjjj@@	5.0	215	0.91599; 0.91292; 0.9279; 0.91599	4	578; 577; 213; 214	0.6509889	0.74196535	0.40299; 1.0459; 0.16062; 6.293	CC(C)(C)c1cc(NC(Nc(cc2)ccc2NC(c2ncccc2O)=O)=O)no1	
ebQQDL@AKGOImklRDPIABPpdLbdJbbRtRRbfRTVTRnbadQWVrquwuUAA@PTUTuUSAR@@@ !BMww~otb}MpHw_S\Bk~`C^}Mwtw@oxMww~`C]}MpKW@ozupK~@K]}uwtw_S_|f]~w`c\BmtlUP{Nrlw_U}fyQCKnp	=	1517	nM	IC50	0.22	11.58	5.09			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 20 (22), 6489-6494 (2010)	20932759		5.81901441921327	feox@@@XHkvYyHhhdeMDdeYidj\t{pTeGLBHjPjBJjIH@@	feo@@@LdbbbRRSTRTtrSEBehrRcgUUUUUUUUUT@@	5.0	242	0.95445; 0.96166; 0.95445; 0.96308	4	246; 245; 244; 243	-0.09564561	-0.3736386	10.394; 23.299; 18.587; 22.399	Cn1nc(C(N)=O)c(CC2)c1-c1c2cnc(Nc(cc(cc2)N3CCN(C)CC3)c2OC(F)(F)F)n1	
ejYQDL@AKGOImkbRLPIABPpdLbdJbbRtRRbfRTVTRJLTLbJzvVNn~jhHHBBbjfjifBd@@ !BMww~otb}MpKW_S^Bc~`C^}MwuH@oxhAH_S^}r@IH`oxurH_Wz@u{tw_X`Bn}QHC\B`@rLK}~VR@w_[uH@lb@kuH	=	226	nM	IC50	0.25	12.92	5.81			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 20 (22), 6489-6494 (2010)	20932759		6.645891560852599	feox@@@XHkvYyHhhdeMDdeYidj\t{pTeGLBHjPjBJjIH@@	feo@@@LdbbbRRSTRTtrSEBehrRcgUUUUUUUUUT@@	5.0	243	0.95212; 0.91274; 0.95; 0.96308	4	246; 245; 244; 242	-0.05805848	-0.3116031	7.3828; 0.75991; 0.39309; 22.399	CN(CC1)CCN1c(cc1)cc(Nc2nc(-c3c(CC4)c(C(N)=O)nn3C=C)c4cn2)c1OC(F)(F)F	
efUQDB@AKGOImkjRBPIABPpdLYCHiBhhdmDdhideEeDblhhYDUull]]}UPPPDEEUMUUSAR@@@ !BMww~otb}MpHw_S^Bc~`C^}MwuH@oxhAH_S^}r@IH`oxurH_Wz@u{tw_X`Bn}QHC\B`@rLK}~VR@w_[uH@lb_hC~oT`	=	216	nM	IC50	0.24	12.47	5.82			Tyrosine-protein kinase receptor FLT3	Homo sapiens	Target is a single protein chain	P36888	Bioorg. Med. Chem. Lett. 20 (22), 6489-6494 (2010)	20932759		6.665546248849068	feox@@@XHkvYyHhhdeMDdeYidj\t{pTeGLBHjPjBJjIH@@	feo@@@LdbbbRRSTRTtrSEBehrRcgUUUUUUUUUT@@	5.0	244	0.98989; 0.90321; 0.95445; 0.95	4	246; 245; 242; 243	-0.12999824	-0.30481723	36.901; 0.48199; 18.587; 0.39309	CN(CC1)CCN1c(cc1)cc(Nc2nc(-c3c(CC4)c(C(N)=O)nn3CCF)c4cn2)c1OC(F)(F)F	
